Bank,Loan_Type,Amount,Interest_Rate,Issue_Date,Tenor_Years,Status,Is_NPA,Region,Amount_Band,Issue_Year,Issue_Month
Goldman Sachs,Mortgage,346683.31,10.96,2022-10-05,3,Current,0,Europe,200-500K,2022,10
Goldman Sachs,Business Loan,1311891.79,4.38,2019-09-16,20,Current,0,UK,500K+,2019,9
Goldman Sachs,Business Loan,173091.05,8.17,2019-11-29,25,Current,0,US,50-200K,2019,11
Goldman Sachs,Auto Loan,35137.22,9.96,2019-01-29,10,Current,0,US,10-50K,2019,1
Goldman Sachs,Business Loan,1987993.86,11.1,2020-06-20,25,Current,0,Asia,500K+,2020,6
Goldman Sachs,Auto Loan,17704.53,8.63,2019-10-12,3,Current,0,UK,10-50K,2019,10
Goldman Sachs,Business Loan,227042.9,5.55,2019-05-07,5,Current,0,US,200-500K,2019,5
Goldman Sachs,Personal Loan,11665.88,7.95,2021-03-04,3,Current,0,Asia,10-50K,2021,3
Goldman Sachs,Mortgage,189559.62,4.37,2022-10-29,30,Current,0,UK,50-200K,2022,10
Goldman Sachs,Personal Loan,39726.66,5.82,2021-02-15,2,Current,0,US,10-50K,2021,2
Goldman Sachs,Mortgage,416616.2,5.65,2021-01-07,20,Current,0,UK,200-500K,2021,1
Goldman Sachs,Mortgage,290827.99,6.46,2023-04-28,10,Current,0,Asia,200-500K,2023,4
Goldman Sachs,Mortgage,394035.74,9.35,2021-05-30,20,Written Off,1,Europe,200-500K,2021,5
Goldman Sachs,Business Loan,1326556.36,7.44,2020-02-21,3,Current,0,UK,500K+,2020,2
Goldman Sachs,Mortgage,370679.94,5.47,2020-06-05,25,Current,0,UK,200-500K,2020,6
Goldman Sachs,Mortgage,373245.02,11.46,2022-06-22,15,60-day DPD,0,Europe,200-500K,2022,6
Goldman Sachs,Auto Loan,13083.52,5.27,2019-04-09,1,Current,0,US,10-50K,2019,4
Goldman Sachs,Mortgage,433998.48,6.08,2023-03-04,10,60-day DPD,0,Europe,200-500K,2023,3
Goldman Sachs,Auto Loan,31230.74,10.02,2022-10-25,1,Current,0,UK,10-50K,2022,10
Goldman Sachs,Mortgage,131069.54,12.22,2020-10-08,3,Current,0,Asia,50-200K,2020,10
Goldman Sachs,Mortgage,230925.54,6.29,2023-02-02,2,60-day DPD,0,Asia,200-500K,2023,2
Goldman Sachs,Business Loan,1483638.21,5.64,2020-04-18,1,Current,0,US,500K+,2020,4
Goldman Sachs,Mortgage,297911.33,4.77,2021-09-03,1,Current,0,Asia,200-500K,2021,9
Goldman Sachs,Business Loan,1929344.68,11.24,2019-11-19,10,Current,0,Asia,500K+,2019,11
Goldman Sachs,Personal Loan,15727.33,8.71,2023-11-11,1,Current,0,UK,10-50K,2023,11
Goldman Sachs,Mortgage,260987.28,3.54,2023-11-07,1,Current,0,UK,200-500K,2023,11
Goldman Sachs,Personal Loan,34804.13,8.6,2020-09-14,20,Current,0,Europe,10-50K,2020,9
Goldman Sachs,Mortgage,165385.51,10.34,2020-09-25,2,60-day DPD,0,UK,50-200K,2020,9
Goldman Sachs,Mortgage,317793.23,10.35,2019-03-26,5,Current,0,UK,200-500K,2019,3
Goldman Sachs,Business Loan,64279.43,11.05,2021-05-27,30,Current,0,UK,50-200K,2021,5
Goldman Sachs,Business Loan,1154863.68,7.21,2019-11-29,3,Current,0,Middle East,500K+,2019,11
Goldman Sachs,Mortgage,454840.25,9.98,2019-05-13,1,Current,0,UK,200-500K,2019,5
Goldman Sachs,Business Loan,1404436.16,11.54,2021-04-15,10,Current,0,Europe,500K+,2021,4
Goldman Sachs,Mortgage,309234.56,7.76,2020-09-17,5,Current,0,UK,200-500K,2020,9
Goldman Sachs,Mortgage,382642.11,12.12,2022-08-31,1,Current,0,UK,200-500K,2022,8
Goldman Sachs,Auto Loan,50908.67,7.38,2020-12-27,15,Current,0,UK,50-200K,2020,12
Goldman Sachs,Credit Card,13455.68,6.21,2021-09-17,30,Current,0,UK,10-50K,2021,9
Goldman Sachs,Mortgage,440453.02,6.95,2021-10-19,5,Current,0,US,200-500K,2021,10
Goldman Sachs,Personal Loan,49528.13,7.95,2020-11-28,1,Current,0,US,10-50K,2020,11
Goldman Sachs,Mortgage,169650.81,12.42,2023-08-20,15,Current,0,UK,50-200K,2023,8
Goldman Sachs,Mortgage,489290.33,9.73,2021-12-24,1,Current,0,US,200-500K,2021,12
Goldman Sachs,Auto Loan,44291.14,9.72,2022-08-11,15,Current,0,US,10-50K,2022,8
Goldman Sachs,Auto Loan,12491.26,9.91,2023-07-06,3,Current,0,US,10-50K,2023,7
Goldman Sachs,Mortgage,200873.55,11.68,2019-07-18,2,Current,0,US,200-500K,2019,7
Goldman Sachs,Mortgage,136377.3,11.45,2023-11-22,25,Current,0,Asia,50-200K,2023,11
Goldman Sachs,Credit Card,4776.62,7.23,2023-07-07,20,Current,0,US,<10K,2023,7
Goldman Sachs,Business Loan,201984.18,3.82,2021-01-02,30,Current,0,Europe,200-500K,2021,1
Goldman Sachs,Personal Loan,11993.55,6.55,2023-10-27,5,Current,0,UK,10-50K,2023,10
Goldman Sachs,Business Loan,1366177.32,5.62,2019-09-11,2,Current,0,UK,500K+,2019,9
Goldman Sachs,Business Loan,147536.59,11.87,2021-06-29,15,Current,0,UK,50-200K,2021,6
Goldman Sachs,Auto Loan,8470.62,10.62,2023-06-29,5,Current,0,UK,<10K,2023,6
Goldman Sachs,Personal Loan,10854.73,11.63,2021-06-05,1,Current,0,UK,10-50K,2021,6
Goldman Sachs,Business Loan,1899318.67,4.38,2022-07-10,25,Current,0,Asia,500K+,2022,7
Goldman Sachs,Personal Loan,34770.57,6.76,2022-06-30,30,Current,0,UK,10-50K,2022,6
Goldman Sachs,Business Loan,1127164.2,9.74,2022-06-27,25,Current,0,UK,500K+,2022,6
Goldman Sachs,Auto Loan,41482.15,5.96,2023-04-23,1,Current,0,UK,10-50K,2023,4
Goldman Sachs,Mortgage,442174.97,3.69,2023-01-20,20,Current,0,Middle East,200-500K,2023,1
Goldman Sachs,Business Loan,949168.82,10.62,2022-11-09,3,Current,0,US,500K+,2022,11
Goldman Sachs,Mortgage,455360.31,7.68,2021-11-24,25,Current,0,Europe,200-500K,2021,11
Goldman Sachs,Personal Loan,25622.12,9.42,2019-08-08,15,Current,0,Asia,10-50K,2019,8
Goldman Sachs,Mortgage,434790.92,9.64,2021-09-20,2,Current,0,US,200-500K,2021,9
Goldman Sachs,Mortgage,93298.56,9.44,2019-11-07,10,Current,0,Asia,50-200K,2019,11
Goldman Sachs,Mortgage,140072.02,4.04,2021-07-11,5,Current,0,Europe,50-200K,2021,7
Goldman Sachs,Business Loan,1548525.71,6.31,2020-03-09,10,Current,0,US,500K+,2020,3
Goldman Sachs,Mortgage,204798.62,8.89,2023-05-21,25,Current,0,UK,200-500K,2023,5
Goldman Sachs,Mortgage,104813.83,4.23,2019-03-16,20,Current,0,UK,50-200K,2019,3
Goldman Sachs,Auto Loan,58383.18,5.05,2020-08-17,25,Current,0,Europe,50-200K,2020,8
Goldman Sachs,Mortgage,309660.94,4.59,2020-09-21,1,Written Off,1,US,200-500K,2020,9
Goldman Sachs,Auto Loan,34234.18,9.45,2021-03-29,15,Current,0,UK,10-50K,2021,3
Goldman Sachs,Credit Card,18247.07,3.93,2021-12-06,1,90+ DPD,1,Asia,10-50K,2021,12
Goldman Sachs,Business Loan,1210216.46,9.82,2022-02-17,5,Current,0,UK,500K+,2022,2
Goldman Sachs,Business Loan,1438607.07,11.15,2020-04-16,30,Current,0,US,500K+,2020,4
Goldman Sachs,Credit Card,7568.95,6.0,2022-02-25,10,Current,0,UK,<10K,2022,2
Goldman Sachs,Credit Card,11505.22,6.63,2019-03-13,5,Current,0,Europe,10-50K,2019,3
Goldman Sachs,Personal Loan,49193.67,3.56,2020-03-24,1,Current,0,Middle East,10-50K,2020,3
Goldman Sachs,Mortgage,411507.4,4.86,2020-04-18,25,Current,0,Europe,200-500K,2020,4
Goldman Sachs,Business Loan,1870683.04,7.7,2023-04-01,25,Current,0,UK,500K+,2023,4
Goldman Sachs,Mortgage,170402.34,8.72,2021-01-24,5,Current,0,Asia,50-200K,2021,1
Goldman Sachs,Business Loan,1031968.02,8.94,2019-10-09,2,Current,0,US,500K+,2019,10
Goldman Sachs,Personal Loan,32416.1,8.86,2022-03-02,10,Current,0,Asia,10-50K,2022,3
Goldman Sachs,Mortgage,273095.36,5.38,2019-07-21,2,Current,0,Europe,200-500K,2019,7
Goldman Sachs,Personal Loan,34294.6,6.98,2022-09-13,2,Current,0,Middle East,10-50K,2022,9
Goldman Sachs,Mortgage,471237.03,8.31,2022-03-22,20,Current,0,Asia,200-500K,2022,3
Goldman Sachs,Business Loan,1259922.04,10.05,2020-03-02,15,Current,0,US,500K+,2020,3
Goldman Sachs,Mortgage,285676.86,3.69,2019-02-22,2,60-day DPD,0,UK,200-500K,2019,2
Goldman Sachs,Auto Loan,13755.0,6.26,2023-03-14,2,Current,0,Europe,10-50K,2023,3
Goldman Sachs,Business Loan,176142.64,9.08,2023-10-13,3,Current,0,US,50-200K,2023,10
Goldman Sachs,Personal Loan,10679.23,5.7,2021-06-26,10,Current,0,Asia,10-50K,2021,6
Goldman Sachs,Auto Loan,8644.68,6.35,2023-05-18,3,Current,0,US,<10K,2023,5
Goldman Sachs,Mortgage,385579.94,6.37,2023-01-23,1,Current,0,Europe,200-500K,2023,1
Goldman Sachs,Business Loan,830846.24,4.48,2023-05-08,25,Current,0,US,500K+,2023,5
Goldman Sachs,Business Loan,1511120.29,10.0,2019-10-28,10,Current,0,UK,500K+,2019,10
Goldman Sachs,Personal Loan,41723.51,9.85,2020-02-05,3,Current,0,Europe,10-50K,2020,2
Goldman Sachs,Mortgage,370270.98,5.03,2022-07-21,2,Current,0,Europe,200-500K,2022,7
Goldman Sachs,Personal Loan,8023.64,12.37,2021-09-24,30,Current,0,UK,<10K,2021,9
Goldman Sachs,Business Loan,1469845.94,11.06,2022-06-02,1,Current,0,UK,500K+,2022,6
Goldman Sachs,Mortgage,249769.9,4.65,2020-04-24,15,Current,0,UK,200-500K,2020,4
Goldman Sachs,Credit Card,5516.18,9.33,2021-02-16,25,Current,0,US,<10K,2021,2
Goldman Sachs,Personal Loan,26748.61,9.92,2023-08-19,20,Current,0,UK,10-50K,2023,8
Goldman Sachs,Mortgage,264190.46,11.51,2022-08-27,2,Current,0,US,200-500K,2022,8
Goldman Sachs,Personal Loan,14823.7,12.44,2020-10-20,25,Current,0,Asia,10-50K,2020,10
Goldman Sachs,Business Loan,917700.02,12.07,2023-04-24,20,Current,0,Asia,500K+,2023,4
Goldman Sachs,Mortgage,286287.3,5.73,2023-11-12,2,Current,0,Europe,200-500K,2023,11
Goldman Sachs,Mortgage,250621.24,9.69,2022-11-28,5,Current,0,Europe,200-500K,2022,11
Goldman Sachs,Personal Loan,29513.05,3.93,2020-09-04,30,Current,0,Asia,10-50K,2020,9
Goldman Sachs,Mortgage,291995.6,5.26,2019-07-28,1,Current,0,US,200-500K,2019,7
Goldman Sachs,Mortgage,267405.46,10.45,2022-03-31,30,Current,0,Europe,200-500K,2022,3
Goldman Sachs,Business Loan,593972.94,9.46,2020-12-19,2,Current,0,US,500K+,2020,12
Goldman Sachs,Credit Card,3932.44,3.85,2021-08-29,20,Current,0,Europe,<10K,2021,8
Goldman Sachs,Mortgage,389226.07,6.37,2023-06-18,5,Current,0,Middle East,200-500K,2023,6
Goldman Sachs,Mortgage,443551.29,8.97,2021-01-05,25,Current,0,UK,200-500K,2021,1
Goldman Sachs,Business Loan,1798608.65,3.53,2023-12-01,10,Current,0,Europe,500K+,2023,12
Goldman Sachs,Mortgage,481624.02,4.3,2019-09-13,1,Current,0,Europe,200-500K,2019,9
Goldman Sachs,Auto Loan,14125.87,4.06,2020-02-22,30,Current,0,UK,10-50K,2020,2
Goldman Sachs,Business Loan,1310601.59,11.22,2023-09-07,1,Current,0,Europe,500K+,2023,9
Goldman Sachs,Business Loan,1124793.49,7.06,2019-07-17,25,Current,0,UK,500K+,2019,7
Goldman Sachs,Mortgage,478831.68,8.82,2019-08-24,10,Current,0,UK,200-500K,2019,8
Goldman Sachs,Business Loan,910525.98,7.11,2022-11-23,3,Current,0,UK,500K+,2022,11
Goldman Sachs,Personal Loan,20495.41,9.65,2023-08-12,10,Current,0,US,10-50K,2023,8
Goldman Sachs,Mortgage,231597.93,8.51,2021-01-19,15,Current,0,US,200-500K,2021,1
Goldman Sachs,Personal Loan,18404.63,4.85,2022-03-09,2,Current,0,US,10-50K,2022,3
Goldman Sachs,Personal Loan,30264.93,12.19,2019-11-04,30,Current,0,UK,10-50K,2019,11
Goldman Sachs,Credit Card,10807.39,9.48,2021-09-24,2,Written Off,1,UK,10-50K,2021,9
Goldman Sachs,Auto Loan,34440.47,5.3,2021-08-13,5,Current,0,Asia,10-50K,2021,8
Goldman Sachs,Mortgage,436312.73,4.73,2019-01-31,30,Current,0,UK,200-500K,2019,1
Goldman Sachs,Business Loan,1761748.41,3.93,2020-07-15,30,Current,0,UK,500K+,2020,7
Goldman Sachs,Business Loan,577864.78,10.59,2022-09-29,2,90+ DPD,1,Asia,500K+,2022,9
Goldman Sachs,Personal Loan,34879.8,4.3,2021-05-21,1,Current,0,UK,10-50K,2021,5
Goldman Sachs,Business Loan,1134645.22,9.96,2020-07-01,5,Current,0,UK,500K+,2020,7
Goldman Sachs,Personal Loan,18777.36,10.71,2019-12-15,1,Current,0,US,10-50K,2019,12
Goldman Sachs,Mortgage,341763.05,6.53,2020-05-13,2,Current,0,Asia,200-500K,2020,5
Goldman Sachs,Auto Loan,32653.98,8.76,2022-03-28,2,Current,0,US,10-50K,2022,3
Goldman Sachs,Credit Card,23631.51,5.54,2019-03-22,15,Current,0,UK,10-50K,2019,3
Goldman Sachs,Personal Loan,21238.34,6.98,2023-12-08,2,Current,0,UK,10-50K,2023,12
Goldman Sachs,Personal Loan,24617.5,11.78,2023-11-13,2,Current,0,UK,10-50K,2023,11
Goldman Sachs,Business Loan,1648548.39,11.7,2023-10-26,1,Current,0,UK,500K+,2023,10
Goldman Sachs,Business Loan,1650935.48,9.54,2020-08-01,2,Current,0,Europe,500K+,2020,8
Goldman Sachs,Business Loan,483869.18,11.16,2021-01-22,10,Current,0,US,200-500K,2021,1
Goldman Sachs,Business Loan,428569.35,8.22,2022-02-14,2,Current,0,Middle East,200-500K,2022,2
Goldman Sachs,Business Loan,900102.52,8.79,2023-04-28,1,30-day DPD,0,Europe,500K+,2023,4
Goldman Sachs,Personal Loan,22580.42,6.78,2021-12-31,1,Current,0,Asia,10-50K,2021,12
Goldman Sachs,Business Loan,1366512.67,6.65,2022-03-27,2,Current,0,US,500K+,2022,3
Goldman Sachs,Auto Loan,27452.46,12.34,2021-12-04,3,Current,0,UK,10-50K,2021,12
Goldman Sachs,Mortgage,168393.67,4.92,2021-03-15,15,Current,0,UK,50-200K,2021,3
Goldman Sachs,Auto Loan,53900.15,4.53,2022-08-05,1,Current,0,UK,50-200K,2022,8
Goldman Sachs,Personal Loan,19836.96,5.29,2019-12-10,25,Current,0,Asia,10-50K,2019,12
Goldman Sachs,Auto Loan,24505.53,11.38,2022-01-09,3,Current,0,UK,10-50K,2022,1
Goldman Sachs,Credit Card,22004.59,6.49,2023-06-28,25,Current,0,UK,10-50K,2023,6
Goldman Sachs,Mortgage,138567.08,4.9,2023-02-19,15,Current,0,US,50-200K,2023,2
Goldman Sachs,Personal Loan,15739.49,5.03,2022-04-03,30,Current,0,US,10-50K,2022,4
Goldman Sachs,Mortgage,323612.08,9.68,2023-09-10,10,Current,0,US,200-500K,2023,9
Goldman Sachs,Business Loan,1340643.73,8.75,2020-05-29,3,Current,0,UK,500K+,2020,5
Goldman Sachs,Personal Loan,16432.53,12.19,2023-01-06,30,Current,0,US,10-50K,2023,1
Goldman Sachs,Mortgage,448406.83,4.11,2023-09-17,20,Current,0,Asia,200-500K,2023,9
Goldman Sachs,Personal Loan,20762.49,8.78,2022-03-01,30,Current,0,US,10-50K,2022,3
Goldman Sachs,Mortgage,142988.48,5.82,2021-03-15,3,Current,0,US,50-200K,2021,3
Goldman Sachs,Business Loan,702653.72,11.51,2022-04-12,20,Current,0,Asia,500K+,2022,4
Goldman Sachs,Auto Loan,40827.56,4.55,2020-03-09,25,Current,0,US,10-50K,2020,3
Goldman Sachs,Credit Card,7656.33,7.99,2023-09-28,10,Current,0,UK,<10K,2023,9
Goldman Sachs,Mortgage,331414.37,5.75,2021-07-06,2,Current,0,UK,200-500K,2021,7
Goldman Sachs,Mortgage,99596.1,11.67,2019-01-15,15,Current,0,UK,50-200K,2019,1
Goldman Sachs,Auto Loan,24022.66,11.76,2022-12-27,3,Current,0,Europe,10-50K,2022,12
Goldman Sachs,Business Loan,503767.52,7.54,2019-03-10,30,Current,0,UK,500K+,2019,3
Goldman Sachs,Personal Loan,46670.84,9.4,2019-08-30,30,Current,0,US,10-50K,2019,8
Goldman Sachs,Business Loan,956592.86,5.46,2020-07-17,1,Current,0,US,500K+,2020,7
Goldman Sachs,Personal Loan,15799.08,11.31,2022-09-04,1,Current,0,Asia,10-50K,2022,9
Goldman Sachs,Personal Loan,47840.32,9.28,2023-02-18,30,Current,0,US,10-50K,2023,2
Goldman Sachs,Mortgage,111614.2,8.38,2021-03-06,10,Current,0,Asia,50-200K,2021,3
Goldman Sachs,Personal Loan,35564.72,5.31,2022-10-20,10,Current,0,Europe,10-50K,2022,10
Goldman Sachs,Personal Loan,23477.88,4.55,2023-09-04,15,Current,0,Europe,10-50K,2023,9
Goldman Sachs,Business Loan,83854.08,12.0,2021-02-16,10,Current,0,UK,50-200K,2021,2
Goldman Sachs,Business Loan,80094.84,4.69,2023-06-26,5,Current,0,US,50-200K,2023,6
Goldman Sachs,Auto Loan,36763.1,11.57,2022-10-30,3,Current,0,US,10-50K,2022,10
Goldman Sachs,Mortgage,86572.92,11.63,2022-09-13,1,Current,0,UK,50-200K,2022,9
Goldman Sachs,Mortgage,342709.94,8.61,2021-06-24,10,Current,0,Europe,200-500K,2021,6
Goldman Sachs,Personal Loan,43857.18,9.87,2022-02-26,3,Current,0,Middle East,10-50K,2022,2
Goldman Sachs,Mortgage,244240.62,5.01,2021-11-09,5,Current,0,Asia,200-500K,2021,11
Goldman Sachs,Auto Loan,36053.64,6.63,2023-04-12,10,Current,0,US,10-50K,2023,4
Goldman Sachs,Personal Loan,40532.75,6.33,2019-07-22,30,Current,0,UK,10-50K,2019,7
Goldman Sachs,Mortgage,113370.39,4.13,2020-11-11,2,Current,0,US,50-200K,2020,11
Goldman Sachs,Credit Card,20396.26,10.81,2023-11-12,5,Current,0,US,10-50K,2023,11
Goldman Sachs,Mortgage,217912.46,8.2,2022-03-30,2,Current,0,Europe,200-500K,2022,3
Goldman Sachs,Personal Loan,15975.83,4.14,2021-03-27,2,Current,0,Europe,10-50K,2021,3
Goldman Sachs,Personal Loan,43799.91,5.88,2019-02-06,5,Current,0,UK,10-50K,2019,2
Goldman Sachs,Mortgage,152100.4,4.44,2022-06-29,2,Current,0,US,50-200K,2022,6
Goldman Sachs,Business Loan,154056.81,11.14,2023-06-26,20,Current,0,Middle East,50-200K,2023,6
Goldman Sachs,Auto Loan,19123.15,5.16,2022-08-05,30,Current,0,US,10-50K,2022,8
Goldman Sachs,Mortgage,335744.45,10.27,2023-10-25,10,Current,0,Europe,200-500K,2023,10
Goldman Sachs,Business Loan,1011427.03,6.97,2021-04-07,20,Current,0,Asia,500K+,2021,4
Goldman Sachs,Credit Card,3521.62,6.21,2023-08-17,20,Current,0,US,<10K,2023,8
Goldman Sachs,Personal Loan,30280.7,11.07,2022-08-12,15,Current,0,US,10-50K,2022,8
Goldman Sachs,Credit Card,17133.31,11.96,2022-04-19,30,Current,0,US,10-50K,2022,4
Goldman Sachs,Personal Loan,22151.07,3.85,2020-04-10,10,Current,0,Europe,10-50K,2020,4
Goldman Sachs,Mortgage,291410.57,8.7,2023-05-13,15,Current,0,UK,200-500K,2023,5
Goldman Sachs,Mortgage,233770.92,11.46,2020-01-19,1,Current,0,Asia,200-500K,2020,1
Goldman Sachs,Mortgage,112086.37,9.0,2021-02-16,10,Current,0,Europe,50-200K,2021,2
Goldman Sachs,Mortgage,387291.38,10.73,2023-12-18,2,Current,0,US,200-500K,2023,12
Goldman Sachs,Business Loan,429786.69,11.64,2019-10-25,10,Current,0,US,200-500K,2019,10
Goldman Sachs,Business Loan,1363498.8,9.53,2023-07-09,10,Current,0,UK,500K+,2023,7
Goldman Sachs,Business Loan,1034500.23,5.19,2023-05-24,3,Current,0,US,500K+,2023,5
Goldman Sachs,Mortgage,246541.07,5.53,2019-01-01,20,Current,0,UK,200-500K,2019,1
Goldman Sachs,Business Loan,982654.06,3.64,2021-06-26,3,Current,0,Middle East,500K+,2021,6
Goldman Sachs,Mortgage,324440.81,8.28,2019-12-03,30,Current,0,Europe,200-500K,2019,12
Goldman Sachs,Mortgage,83436.83,9.82,2023-02-18,20,Current,0,Asia,50-200K,2023,2
Goldman Sachs,Auto Loan,57239.4,11.79,2019-01-31,5,Current,0,Asia,50-200K,2019,1
Goldman Sachs,Credit Card,7217.09,10.27,2023-07-10,2,Current,0,US,<10K,2023,7
Goldman Sachs,Personal Loan,37009.44,10.09,2022-03-20,15,Current,0,Middle East,10-50K,2022,3
Goldman Sachs,Mortgage,228785.61,3.73,2020-05-23,5,30-day DPD,0,UK,200-500K,2020,5
Goldman Sachs,Business Loan,491762.07,9.16,2019-02-27,15,Current,0,UK,200-500K,2019,2
Goldman Sachs,Mortgage,191818.65,10.89,2022-07-04,15,Current,0,US,50-200K,2022,7
Goldman Sachs,Personal Loan,11555.33,10.72,2021-01-17,15,Current,0,US,10-50K,2021,1
Goldman Sachs,Mortgage,354580.9,10.48,2019-02-12,2,Current,0,Europe,200-500K,2019,2
Goldman Sachs,Business Loan,1667397.17,5.25,2021-11-18,5,Current,0,UK,500K+,2021,11
Goldman Sachs,Mortgage,257118.36,9.99,2019-06-18,10,Current,0,Asia,200-500K,2019,6
Goldman Sachs,Auto Loan,53449.63,9.14,2020-08-03,10,Current,0,US,50-200K,2020,8
Goldman Sachs,Personal Loan,30251.99,9.07,2022-09-22,3,Current,0,Asia,10-50K,2022,9
Goldman Sachs,Business Loan,935478.92,4.85,2022-08-12,15,Current,0,US,500K+,2022,8
Goldman Sachs,Mortgage,471341.36,7.65,2020-11-05,5,Current,0,US,200-500K,2020,11
Goldman Sachs,Personal Loan,5651.59,5.82,2020-02-20,25,Current,0,Europe,<10K,2020,2
Goldman Sachs,Mortgage,225808.4,4.41,2022-08-07,3,Current,0,UK,200-500K,2022,8
Goldman Sachs,Mortgage,238684.77,10.1,2020-05-05,20,Current,0,UK,200-500K,2020,5
Goldman Sachs,Mortgage,254798.75,4.03,2023-04-04,30,Current,0,UK,200-500K,2023,4
Goldman Sachs,Business Loan,1838347.48,12.14,2019-04-08,25,Current,0,UK,500K+,2019,4
Goldman Sachs,Business Loan,1254612.98,8.88,2020-08-04,5,Current,0,UK,500K+,2020,8
Goldman Sachs,Business Loan,127261.28,7.31,2022-04-10,2,Current,0,US,50-200K,2022,4
Goldman Sachs,Mortgage,483124.77,10.43,2023-05-16,20,Current,0,UK,200-500K,2023,5
Goldman Sachs,Mortgage,483908.3,9.5,2019-09-14,1,Current,0,UK,200-500K,2019,9
Goldman Sachs,Mortgage,464074.58,6.75,2023-05-10,1,Current,0,US,200-500K,2023,5
Goldman Sachs,Business Loan,638947.07,8.72,2021-03-05,25,60-day DPD,0,UK,500K+,2021,3
Goldman Sachs,Personal Loan,43386.58,9.77,2020-09-15,3,Current,0,UK,10-50K,2020,9
Goldman Sachs,Mortgage,323229.8,4.86,2019-10-21,2,Current,0,UK,200-500K,2019,10
Goldman Sachs,Personal Loan,16897.81,6.12,2022-03-23,5,Current,0,Europe,10-50K,2022,3
Goldman Sachs,Credit Card,20449.38,4.23,2021-09-08,30,60-day DPD,0,Europe,10-50K,2021,9
Goldman Sachs,Mortgage,311773.81,5.05,2023-10-20,30,Current,0,Europe,200-500K,2023,10
Goldman Sachs,Business Loan,1690329.36,5.3,2019-03-12,30,Current,0,UK,500K+,2019,3
Goldman Sachs,Auto Loan,39559.62,4.53,2019-10-23,15,Current,0,Middle East,10-50K,2019,10
Goldman Sachs,Credit Card,15514.1,5.0,2023-01-19,5,Current,0,UK,10-50K,2023,1
Goldman Sachs,Business Loan,1478112.05,11.02,2023-07-08,20,Current,0,US,500K+,2023,7
Goldman Sachs,Business Loan,1047509.41,4.24,2019-02-03,25,Current,0,US,500K+,2019,2
Goldman Sachs,Mortgage,134263.94,4.7,2019-07-20,25,Current,0,Europe,50-200K,2019,7
Goldman Sachs,Mortgage,188509.42,10.82,2021-07-31,10,Current,0,Europe,50-200K,2021,7
Goldman Sachs,Mortgage,80113.64,10.38,2019-10-01,30,Current,0,UK,50-200K,2019,10
Goldman Sachs,Mortgage,387046.25,12.16,2020-02-14,5,Current,0,US,200-500K,2020,2
Goldman Sachs,Personal Loan,13841.92,7.86,2019-09-19,20,Current,0,UK,10-50K,2019,9
Goldman Sachs,Mortgage,118009.25,8.23,2021-06-26,5,Current,0,Europe,50-200K,2021,6
Goldman Sachs,Personal Loan,37751.36,6.27,2019-08-24,2,Current,0,UK,10-50K,2019,8
Goldman Sachs,Business Loan,1818722.09,10.57,2019-08-19,3,Current,0,US,500K+,2019,8
Goldman Sachs,Credit Card,19860.33,10.58,2019-05-31,3,Current,0,US,10-50K,2019,5
Goldman Sachs,Mortgage,127315.63,6.55,2022-04-24,25,Current,0,Europe,50-200K,2022,4
Goldman Sachs,Business Loan,155818.55,11.25,2019-09-21,15,Current,0,Middle East,50-200K,2019,9
Goldman Sachs,Business Loan,1239232.27,6.73,2023-11-04,10,Current,0,Asia,500K+,2023,11
Goldman Sachs,Business Loan,512663.72,4.6,2023-08-31,30,Current,0,UK,500K+,2023,8
Goldman Sachs,Auto Loan,16699.54,10.25,2022-08-26,5,Current,0,Europe,10-50K,2022,8
Goldman Sachs,Mortgage,355314.74,7.61,2021-01-01,25,Current,0,Europe,200-500K,2021,1
Goldman Sachs,Mortgage,412514.45,5.95,2021-03-10,10,Current,0,US,200-500K,2021,3
Goldman Sachs,Mortgage,407943.37,11.52,2023-06-25,3,Current,0,UK,200-500K,2023,6
Goldman Sachs,Personal Loan,17952.05,4.06,2022-07-26,3,Current,0,UK,10-50K,2022,7
Goldman Sachs,Auto Loan,22870.52,11.13,2020-11-02,25,Current,0,UK,10-50K,2020,11
Goldman Sachs,Business Loan,185476.43,10.57,2020-11-12,25,Current,0,Asia,50-200K,2020,11
Goldman Sachs,Business Loan,1356702.69,9.93,2020-04-03,3,60-day DPD,0,UK,500K+,2020,4
Goldman Sachs,Business Loan,582529.59,10.01,2020-10-14,15,Current,0,UK,500K+,2020,10
Goldman Sachs,Mortgage,109861.67,5.73,2019-08-11,30,Current,0,US,50-200K,2019,8
Goldman Sachs,Personal Loan,25466.49,11.57,2022-01-23,30,Current,0,UK,10-50K,2022,1
Goldman Sachs,Personal Loan,16045.77,5.25,2023-02-13,3,Current,0,Asia,10-50K,2023,2
Goldman Sachs,Business Loan,1431038.3,6.87,2022-06-02,20,Current,0,US,500K+,2022,6
Goldman Sachs,Personal Loan,49745.5,10.68,2023-05-25,25,Current,0,UK,10-50K,2023,5
Goldman Sachs,Auto Loan,11319.08,11.39,2022-10-25,15,Current,0,US,10-50K,2022,10
Goldman Sachs,Personal Loan,21410.28,10.01,2022-04-07,25,Current,0,Asia,10-50K,2022,4
Goldman Sachs,Personal Loan,16285.23,8.22,2019-05-18,3,Current,0,UK,10-50K,2019,5
Goldman Sachs,Business Loan,1771434.47,4.51,2021-02-22,10,Current,0,US,500K+,2021,2
